number,value,datetime_start,datetime_complete,duration,params_BEAR_GRID_MAX_LAYER_CAP,params_BEAR_GRID_MODE,params_BEAR_RATIO,params_BEAR_UNIVERSE_MODE,params_BULL_RATIO,params_GRID_MAX_LAYER,params_GRID_STEP_MAX,params_GRID_STEP_MIN,params_GRID_STEP_VOL_FACTOR,params_LAYER_FRACTION,params_MAX_HOLD,params_NEUTRAL_RATIO,params_REBALANCE_FREQ,params_VOL_WEIGHT,user_attrs_avg_test_score,user_attrs_avg_train_score,user_attrs_test_score_std,user_attrs_train_test_gap,user_attrs_validation_error,state
695,-0.346336822181109,2026-05-10 20:56:02.822224,2026-05-10 20:56:03.409624,0 days 00:00:00.587400,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
696,-0.346336822181109,2026-05-10 20:56:03.433901,2026-05-10 20:56:04.000729,0 days 00:00:00.566828,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
697,-0.32052294523121927,2026-05-10 20:56:04.027599,2026-05-10 20:56:35.586789,0 days 00:00:31.559190,2,NO_NET_ADD,0.25,ETF_DEFENSIVE,0.7,4,0.05,0.02,0.3,0.12,12,0.6,20,0.8,,,,,,PRUNED
698,-0.04396006823360424,2026-05-10 20:56:35.608662,2026-05-10 20:57:20.713832,0 days 00:00:45.105170,0,NORMAL,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,5,0.5,10,0.65,,,,,,PRUNED
699,0.23859684459966576,2026-05-10 20:57:20.739402,2026-05-10 20:58:27.596385,0 days 00:01:06.856983,2,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.3,0.08,12,0.5,10,0.65,,,,,,PRUNED
700,0.06474569588238988,2026-05-10 20:58:27.621421,2026-05-10 20:59:35.544113,0 days 00:01:07.922692,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.3,0.08,15,0.5,10,0.65,,,,,,PRUNED
701,-0.346336822181109,2026-05-10 20:59:35.567619,2026-05-10 20:59:36.058668,0 days 00:00:00.491049,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
702,0.24761313457977724,2026-05-10 20:59:36.080127,2026-05-10 21:00:37.922569,0 days 00:01:01.842442,0,CAP_LAYER,0.45,SAME,0.7,3,0.05,0.01,0.45,0.08,10,0.5,10,0.65,,,,,,PRUNED
703,0.1805866076893131,2026-05-10 21:00:37.947945,2026-05-10 21:01:31.495036,0 days 00:00:53.547091,0,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.01,0.45,0.08,8,0.5,10,0.65,,,,,,PRUNED
704,0.15146115333836893,2026-05-10 21:01:31.517647,2026-05-10 21:02:37.231848,0 days 00:01:05.714201,0,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.01,0.45,0.08,12,0.5,10,0.5,,,,,,PRUNED
705,0.24099282078735773,2026-05-10 21:02:37.254219,2026-05-10 21:03:19.504010,0 days 00:00:42.249791,0,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.01,0.45,0.08,10,0.5,10,0.65,,,,,,PRUNED
706,0.10179046026723301,2026-05-10 21:03:19.530045,2026-05-10 21:07:11.976141,0 days 00:03:52.446096,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.3,0.08,12,0.5,5,0.65,,,,,,PRUNED
707,0.06303310274065091,2026-05-10 21:07:12.005024,2026-05-10 21:07:50.303345,0 days 00:00:38.298321,0,CAP_LAYER,0.35,SAME,0.9,2,0.05,0.01,0.45,0.08,12,0.5,20,0.65,,,,,,PRUNED
708,-0.346336822181109,2026-05-10 21:07:50.326109,2026-05-10 21:07:50.912740,0 days 00:00:00.586631,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
709,0.11413862087209384,2026-05-10 21:07:50.938588,2026-05-10 21:08:22.066469,0 days 00:00:31.127881,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.6,0.08,12,0.5,20,0.65,,,,,,PRUNED
710,-0.06944719060831389,2026-05-10 21:08:22.090735,2026-05-10 21:08:48.399261,0 days 00:00:26.308526,2,NO_NET_ADD,0.45,SAME,0.9,4,0.05,0.01,0.3,0.12,12,0.6,20,0.65,,,,,,PRUNED
711,-0.206156361971394,2026-05-10 21:08:48.435823,2026-05-10 21:10:32.107356,0 days 00:01:43.671533,0,NO_NET_ADD,0.35,SAME,0.7,4,0.05,0.01,0.6,0.08,15,0.5,5,0.65,,,,,,PRUNED
712,0.10787506136533742,2026-05-10 21:10:32.140176,2026-05-10 21:11:07.495843,0 days 00:00:35.355667,2,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
713,0.10142591935096898,2026-05-10 21:11:07.522167,2026-05-10 21:11:38.439702,0 days 00:00:30.917535,0,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.01,0.45,0.08,12,0.5,20,0.65,,,,,,PRUNED
714,-0.377258983227955,2026-05-10 21:11:38.467510,2026-05-10 21:14:01.320201,0 days 00:02:22.852691,0,CAP_LAYER,0.45,SAME,0.7,3,0.05,0.01,0.45,0.12,12,0.5,10,0.65,-0.03122362634120043,0.12111344092618107,0.6920707137735091,0.1523370672673815,,COMPLETE
715,0.06474569588238988,2026-05-10 21:14:01.344224,2026-05-10 21:14:58.103017,0 days 00:00:56.758793,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.6,0.08,15,0.5,10,0.65,,,,,,PRUNED
716,-0.010389624281063992,2026-05-10 21:14:58.130945,2026-05-10 21:16:18.931912,0 days 00:01:20.800967,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.45,0.16,15,0.5,5,0.65,,,,,,PRUNED
717,0.23859684459966576,2026-05-10 21:16:18.956293,2026-05-10 21:17:02.233854,0 days 00:00:43.277561,0,NORMAL,0.45,SAME,0.7,2,0.05,0.01,0.6,0.08,12,0.5,10,0.65,,,,,,PRUNED
718,0.18359789751893912,2026-05-10 21:17:02.259013,2026-05-10 21:17:46.144187,0 days 00:00:43.885174,0,NORMAL,0.25,SAME,0.9,4,0.03,0.02,0.45,0.12,12,0.6,10,0.65,,,,,,PRUNED
719,-9999.0,2026-05-10 21:17:46.166935,2026-05-10 21:17:46.488726,0 days 00:00:00.321791,0,NO_NET_ADD,0.25,SAME,0.7,3,0.05,0.01,0.45,0.12,8,0.7,5,0.5,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.25 / 0.7 / 0.7,COMPLETE
720,-9999.0,2026-05-10 21:17:46.512073,2026-05-10 21:17:46.839082,0 days 00:00:00.327009,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.7,10,0.65,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
721,0.2717468826754006,2026-05-10 21:17:46.864960,2026-05-10 21:18:35.680208,0 days 00:00:48.815248,0,CAP_LAYER,0.45,SAME,0.8,2,0.05,0.01,0.45,0.16,12,0.5,10,0.65,,,,,,PRUNED
722,-0.16949613016915982,2026-05-10 21:18:35.706209,2026-05-10 21:19:39.684328,0 days 00:01:03.978119,0,NO_NET_ADD,0.35,ETF_DEFENSIVE,0.9,3,0.05,0.01,0.3,0.16,8,0.5,5,0.8,,,,,,PRUNED
723,0.157198598049852,2026-05-10 21:19:39.709287,2026-05-10 21:20:34.239909,0 days 00:00:54.530622,0,CAP_LAYER,0.45,SAME,0.8,2,0.05,0.01,0.45,0.08,8,0.5,10,0.65,,,,,,PRUNED
724,0.11413862087209384,2026-05-10 21:20:34.265680,2026-05-10 21:21:07.534469,0 days 00:00:33.268789,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.45,0.08,12,0.5,20,0.65,,,,,,PRUNED
725,0.23859684459966576,2026-05-10 21:21:07.558954,2026-05-10 21:21:52.327509,0 days 00:00:44.768555,2,NORMAL,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
726,0.27252096274242826,2026-05-10 21:21:52.349902,2026-05-10 21:22:54.411849,0 days 00:01:02.061947,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,10,0.5,10,0.5,,,,,,PRUNED
727,0.27025291660504813,2026-05-10 21:22:54.455491,2026-05-10 21:23:52.682517,0 days 00:00:58.227026,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,10,0.6,10,0.65,,,,,,PRUNED
728,-0.08662723078541988,2026-05-10 21:23:52.710242,2026-05-10 21:26:31.754926,0 days 00:02:39.044684,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.9,4,0.05,0.02,0.45,0.12,8,0.6,5,0.8,,,,,,PRUNED
729,0.06644858181984364,2026-05-10 21:26:31.782652,2026-05-10 21:27:43.715217,0 days 00:01:11.932565,1,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.01,0.45,0.08,15,0.6,10,0.65,,,,,,PRUNED
730,0.10503251812204817,2026-05-10 21:27:43.738128,2026-05-10 21:28:27.132264,0 days 00:00:43.394136,0,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,10,0.5,10,0.65,,,,,,PRUNED
731,0.23128240306196624,2026-05-10 21:28:27.160141,2026-05-10 21:29:29.670651,0 days 00:01:02.510510,1,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
732,0.05215895168356241,2026-05-10 21:29:29.696983,2026-05-10 21:30:17.910644,0 days 00:00:48.213661,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.16,15,0.5,10,0.65,,,,,,PRUNED
733,-0.1023250954828945,2026-05-10 21:30:17.939189,2026-05-10 21:30:44.173768,0 days 00:00:26.234579,0,CAP_LAYER,0.35,ETF_DEFENSIVE,0.8,4,0.05,0.02,0.6,0.08,8,0.6,20,0.65,,,,,,PRUNED
734,-9999.0,2026-05-10 21:30:44.198272,2026-05-10 21:30:44.511384,0 days 00:00:00.313112,1,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.7,10,0.5,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.25 / 0.7 / 0.7,COMPLETE
735,-0.3928263111079312,2026-05-10 21:30:44.533593,2026-05-10 21:33:17.197441,0 days 00:02:32.663848,0,CAP_LAYER,0.45,SAME,0.8,2,0.05,0.01,0.45,0.08,12,0.6,10,0.65,-0.04572697729138878,0.17612010693688177,0.6941986676330848,0.22184708422827054,,COMPLETE
736,-9999.0,2026-05-10 21:33:17.240389,2026-05-10 21:33:17.577985,0 days 00:00:00.337596,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.16,12,0.7,10,0.65,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
737,0.12343744100587542,2026-05-10 21:33:17.606178,2026-05-10 21:36:51.904001,0 days 00:03:34.297823,1,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.01,0.45,0.08,12,0.6,5,0.65,,,,,,PRUNED
738,0.028864942534415697,2026-05-10 21:36:51.925697,2026-05-10 21:37:49.038545,0 days 00:00:57.112848,0,NO_NET_ADD,0.25,SAME,0.7,2,0.05,0.02,0.45,0.08,10,0.5,10,0.65,,,,,,PRUNED
739,-0.18713632300696012,2026-05-10 21:37:49.057479,2026-05-10 21:38:38.973516,0 days 00:00:49.916037,1,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,4,0.05,0.02,0.45,0.16,12,0.6,10,0.8,,,,,,PRUNED
740,0.013687652851500628,2026-05-10 21:38:38.997799,2026-05-10 21:39:34.628382,0 days 00:00:55.630583,0,NO_NET_ADD,0.35,SAME,0.9,2,0.05,0.01,0.45,0.08,8,0.5,10,0.65,,,,,,PRUNED
741,0.0614214405316266,2026-05-10 21:39:34.652183,2026-05-10 21:40:41.511203,0 days 00:01:06.859020,0,CAP_LAYER,0.45,SAME,0.8,2,0.05,0.02,0.45,0.12,15,0.5,10,0.65,,,,,,PRUNED
742,0.12712542562533652,2026-05-10 21:40:41.534259,2026-05-10 21:40:41.832811,0 days 00:00:00.298552,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
743,-0.346336822181109,2026-05-10 21:40:41.851816,2026-05-10 21:40:42.263701,0 days 00:00:00.411885,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
744,-9999.0,2026-05-10 21:40:42.284100,2026-05-10 21:40:42.534035,0 days 00:00:00.249935,2,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.7,10,0.65,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
745,-0.3864433505064523,2026-05-10 21:40:42.558761,2026-05-10 21:44:43.914483,0 days 00:04:01.355722,1,NO_NET_ADD,0.35,SAME,0.8,3,0.03,0.02,0.6,0.12,15,0.6,5,0.5,,,,,,PRUNED
746,0.06474569588238988,2026-05-10 21:44:43.941858,2026-05-10 21:44:44.308608,0 days 00:00:00.366750,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,15,0.5,10,0.65,,,,,,PRUNED
747,0.26304332730656743,2026-05-10 21:44:44.350551,2026-05-10 21:45:47.487124,0 days 00:01:03.136573,1,CAP_LAYER,0.45,SAME,0.7,3,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
748,0.21534434822577075,2026-05-10 21:45:47.510757,2026-05-10 21:47:14.075059,0 days 00:01:26.564302,1,NORMAL,0.35,SAME,0.9,4,0.03,0.01,0.3,0.08,5,0.6,5,0.5,,,,,,PRUNED
749,0.257161384156647,2026-05-10 21:47:14.098576,2026-05-10 21:47:14.469804,0 days 00:00:00.371228,0,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
750,-0.06655261092948123,2026-05-10 21:47:14.492577,2026-05-10 21:48:02.401198,0 days 00:00:47.908621,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.12,5,0.5,10,0.65,,,,,,PRUNED
751,0.09540673045479162,2026-05-10 21:48:02.424970,2026-05-10 21:49:30.506771,0 days 00:01:28.081801,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.12,12,0.5,5,0.65,,,,,,PRUNED
752,0.23859684459966576,2026-05-10 21:49:30.531413,2026-05-10 21:49:30.919495,0 days 00:00:00.388082,2,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
753,-0.39374091202008976,2026-05-10 21:49:30.943299,2026-05-10 21:51:54.369200,0 days 00:02:23.425901,0,CAP_LAYER,0.25,SAME,0.8,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.07097142693980064,0.16238117777183866,0.6455389701605783,0.23335260471163932,,COMPLETE
754,-0.38968879730275585,2026-05-10 21:51:54.392830,2026-05-10 21:53:14.834318,0 days 00:01:20.441488,0,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.01,0.45,0.16,12,0.5,10,0.65,-0.02929125346910501,0.105945163055979,0.7207950876673017,0.135236416525084,,COMPLETE
755,-9999.0,2026-05-10 21:53:14.858964,2026-05-10 21:53:15.206854,0 days 00:00:00.347890,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,15,0.7,10,0.65,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
756,-0.13041735261032317,2026-05-10 21:53:15.231490,2026-05-10 21:54:12.476509,0 days 00:00:57.245019,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,10,0.6,10,0.8,,,,,,PRUNED
757,-0.13536755701727585,2026-05-10 21:54:12.500506,2026-05-10 21:55:33.497171,0 days 00:01:20.996665,0,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,5,0.65,,,,,,PRUNED
758,0.08952690091015787,2026-05-10 21:55:33.522282,2026-05-10 21:56:25.987549,0 days 00:00:52.465267,1,NORMAL,0.35,SAME,0.8,3,0.05,0.01,0.45,0.16,8,0.7,10,0.5,,,,,,PRUNED
759,0.1512365838150413,2026-05-10 21:56:26.012485,2026-05-10 21:57:32.338150,0 days 00:01:06.325665,0,NORMAL,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.5,,,,,,PRUNED
760,-0.2329895242377603,2026-05-10 21:57:32.361499,2026-05-10 21:58:19.043773,0 days 00:00:46.682274,0,NO_NET_ADD,0.45,ETF_DEFENSIVE,0.8,4,0.03,0.01,0.3,0.12,12,0.6,10,0.8,,,,,,PRUNED
761,0.2647225396456806,2026-05-10 21:58:19.068527,2026-05-10 21:59:11.672447,0 days 00:00:52.603920,0,CAP_LAYER,0.45,SAME,0.8,3,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
762,-0.38708033586386786,2026-05-10 21:59:11.698630,2026-05-10 22:01:46.211646,0 days 00:02:34.513016,0,CAP_LAYER,0.25,SAME,0.7,4,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.056412559980706156,0.1401358200418442,0.6613355517663234,0.19654838002255035,,COMPLETE
763,-9999.0,2026-05-10 22:01:46.254608,2026-05-10 22:01:46.629979,0 days 00:00:00.375371,0,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.01,0.6,0.08,8,0.7,10,0.65,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.35 / 0.7 / 0.7,COMPLETE
764,-0.3831623358084434,2026-05-10 22:01:46.655384,2026-05-10 22:03:02.515803,0 days 00:01:15.860419,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.12,12,0.6,10,0.65,-0.017815149886476637,0.1608867633391893,0.7306943718439335,0.17870191322566595,,COMPLETE
765,-0.37636051741717,2026-05-10 22:03:02.537713,2026-05-10 22:03:03.120728,0 days 00:00:00.583015,0,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.05398371481723526,0.14956969749126245,0.6447536051998696,0.20355341230849772,,COMPLETE
766,0.18104392774615252,2026-05-10 22:03:03.144364,2026-05-10 22:03:42.179245,0 days 00:00:39.034881,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,20,0.5,,,,,,PRUNED
767,-0.031495698786941764,2026-05-10 22:03:42.201463,2026-05-10 22:04:21.218196,0 days 00:00:39.016733,0,CAP_LAYER,0.25,ETF_DEFENSIVE,0.7,2,0.05,0.02,0.3,0.16,8,0.5,10,0.65,,,,,,PRUNED
768,-0.08091061079446055,2026-05-10 22:04:21.237430,2026-05-10 22:05:04.559834,0 days 00:00:43.322404,0,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.01,0.45,0.16,12,0.5,10,0.65,,,,,,PRUNED
769,-0.16207328087108455,2026-05-10 22:05:04.581974,2026-05-10 22:07:51.021624,0 days 00:02:46.439650,2,NORMAL,0.35,ETF_DEFENSIVE,0.9,4,0.03,0.01,0.45,0.08,15,0.6,5,0.5,,,,,,PRUNED
770,-0.3877841360107043,2026-05-10 22:07:51.047620,2026-05-10 22:10:23.271457,0 days 00:02:32.223837,0,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.01,0.45,0.16,12,0.5,10,0.65,-0.057177605602393475,0.11969249222351887,0.6612130608166216,0.17687009782591234,,COMPLETE
771,0.11413862087209384,2026-05-10 22:10:23.306099,2026-05-10 22:10:23.738608,0 days 00:00:00.432509,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,20,0.65,,,,,,PRUNED
772,-0.015900226745706653,2026-05-10 22:10:23.764223,2026-05-10 22:11:18.197941,0 days 00:00:54.433718,2,NO_NET_ADD,0.45,SAME,0.8,2,0.03,0.01,0.3,0.12,8,0.5,10,0.5,,,,,,PRUNED
773,0.17765504461624074,2026-05-10 22:11:18.222716,2026-05-10 22:11:18.548035,0 days 00:00:00.325319,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.5,,,,,,PRUNED
774,-0.37275978604723914,2026-05-10 22:11:18.568704,2026-05-10 22:12:40.662441,0 days 00:01:22.093737,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.3,0.12,12,0.5,10,0.65,-0.02958548136612141,0.13782805240866444,0.6863486093622354,0.16741353377478585,,COMPLETE
775,-0.2719036737237314,2026-05-10 22:12:40.699993,2026-05-10 22:13:49.264873,0 days 00:01:08.564880,0,NORMAL,0.35,SAME,0.7,4,0.05,0.01,0.3,0.12,15,0.6,10,0.8,,,,,,PRUNED
776,-0.041802214264481746,2026-05-10 22:13:49.291781,2026-05-10 22:14:39.577273,0 days 00:00:50.285492,1,CAP_LAYER,0.45,ETF_DEFENSIVE,0.8,4,0.03,0.02,0.6,0.08,15,0.5,10,0.65,,,,,,PRUNED
777,-0.04396006823360424,2026-05-10 22:14:39.602475,2026-05-10 22:15:30.841026,0 days 00:00:51.238551,2,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,5,0.5,10,0.65,,,,,,PRUNED
778,0.08216491459007008,2026-05-10 22:15:30.864870,2026-05-10 22:16:23.503034,0 days 00:00:52.638164,0,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.01,0.45,0.08,15,0.5,10,0.65,,,,,,PRUNED
779,-9999.0,2026-05-10 22:16:23.526608,2026-05-10 22:16:23.842839,0 days 00:00:00.316231,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.45,0.08,12,0.7,10,0.65,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
780,-0.011342282952284122,2026-05-10 22:16:23.865406,2026-05-10 22:17:03.066070,0 days 00:00:39.200664,0,NORMAL,0.45,ETF_DEFENSIVE,0.7,3,0.05,0.01,0.45,0.08,8,0.5,10,0.65,,,,,,PRUNED
781,0.23859684459966576,2026-05-10 22:17:03.091159,2026-05-10 22:17:03.557499,0 days 00:00:00.466340,0,NORMAL,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
782,-0.02663571635310888,2026-05-10 22:17:03.578688,2026-05-10 22:20:36.427430,0 days 00:03:32.848742,1,NORMAL,0.45,SAME,0.8,3,0.03,0.01,0.45,0.12,5,0.7,5,0.65,,,,,,PRUNED
783,0.03549374935841859,2026-05-10 22:20:36.453431,2026-05-10 22:21:23.660995,0 days 00:00:47.207564,1,NO_NET_ADD,0.35,SAME,0.8,4,0.05,0.02,0.3,0.12,10,0.7,20,0.5,,,,,,PRUNED
784,0.013431725124508728,2026-05-10 22:21:23.686319,2026-05-10 22:22:22.446342,0 days 00:00:58.760023,1,NORMAL,0.45,ETF_DEFENSIVE,0.9,3,0.05,0.01,0.3,0.12,8,0.5,5,0.65,,,,,,PRUNED
785,0.04833990438636611,2026-05-10 22:22:22.473217,2026-05-10 22:23:08.432794,0 days 00:00:45.959577,0,NO_NET_ADD,0.45,ETF_DEFENSIVE,0.9,2,0.05,0.01,0.45,0.08,12,0.7,10,0.65,,,,,,PRUNED
786,0.05432780214819416,2026-05-10 22:23:08.454215,2026-05-10 22:24:20.976435,0 days 00:01:12.522220,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,15,0.5,10,0.65,,,,,,PRUNED
787,-9999.0,2026-05-10 22:24:21.000245,2026-05-10 22:24:21.300092,0 days 00:00:00.299847,0,NORMAL,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.01,0.45,0.16,12,0.7,10,0.65,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
788,-0.346336822181109,2026-05-10 22:24:21.322126,2026-05-10 22:24:21.890170,0 days 00:00:00.568044,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.6,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
789,0.2737095828557975,2026-05-10 22:24:21.924091,2026-05-10 22:24:22.296870,0 days 00:00:00.372779,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.16,12,0.5,10,0.65,,,,,,PRUNED
790,-0.06284389392309256,2026-05-10 22:24:22.322875,2026-05-10 22:25:09.113662,0 days 00:00:46.790787,0,CAP_LAYER,0.45,SAME,0.7,3,0.05,0.01,0.45,0.08,5,0.5,10,0.65,,,,,,PRUNED
791,-0.37566679239747375,2026-05-10 22:25:09.139582,2026-05-10 22:27:49.284707,0 days 00:02:40.145125,0,CAP_LAYER,0.45,SAME,0.8,2,0.05,0.01,0.45,0.08,12,0.7,10,0.65,-0.022585262678540854,0.18434493308874855,0.7061630594378658,0.2069301957672894,,COMPLETE
792,0.25708454010904275,2026-05-10 22:27:49.306980,2026-05-10 22:28:47.702321,0 days 00:00:58.395341,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,10,0.5,10,0.65,,,,,,PRUNED
793,-0.15611146609012955,2026-05-10 22:28:47.727955,2026-05-10 22:32:35.399672,0 days 00:03:47.671717,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,5,0.8,,,,,,PRUNED
794,0.22580875684324725,2026-05-10 22:32:35.422046,2026-05-10 22:33:18.683511,0 days 00:00:43.261465,0,NORMAL,0.45,SAME,0.7,3,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
795,-0.13784506782235117,2026-05-10 22:33:18.705696,2026-05-10 22:33:19.081917,0 days 00:00:00.376221,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.8,,,,,,PRUNED
796,0.1141212134303238,2026-05-10 22:33:19.109395,2026-05-10 22:34:03.242578,0 days 00:00:44.133183,0,NO_NET_ADD,0.35,SAME,0.7,2,0.03,0.02,0.3,0.08,10,0.5,20,0.5,,,,,,PRUNED
797,0.047452320714380505,2026-05-10 22:34:03.268844,2026-05-10 22:34:37.484273,0 days 00:00:34.215429,0,NO_NET_ADD,0.35,ETF_DEFENSIVE,0.7,3,0.05,0.01,0.6,0.12,12,0.5,10,0.65,,,,,,PRUNED
798,-0.09221279797409487,2026-05-10 22:34:37.509694,2026-05-10 22:35:15.483534,0 days 00:00:37.973840,2,CAP_LAYER,0.25,ETF_DEFENSIVE,0.7,4,0.05,0.02,0.45,0.08,8,0.5,10,0.5,,,,,,PRUNED
