number,value,datetime_start,datetime_complete,duration,params_GRID_MAX_LAYER,params_GRID_STEP_MAX,params_GRID_STEP_MIN,params_GRID_STEP_VOL_FACTOR,params_LAYER_FRACTION,params_MAX_HOLD,params_REBALANCE_FREQ,params_VOL_WEIGHT,user_attrs_avg_test_score,user_attrs_avg_train_score,user_attrs_test_score_std,user_attrs_train_test_gap,state
118,-0.6017651620192361,2026-05-08 11:23:11.867464,2026-05-08 11:23:11.999195,0 days 00:00:00.131731,2,0.05,0.01,0.6,0.16,20,20,0.5,,,,,PRUNED
119,-0.5957511125305064,2026-05-08 11:23:12.016893,2026-05-08 11:23:12.156887,0 days 00:00:00.139994,3,0.05,0.01,0.6,0.08,30,10,0.5,,,,,PRUNED
120,-0.578969099929025,2026-05-08 11:23:12.169833,2026-05-08 11:23:12.402343,0 days 00:00:00.232510,3,0.05,0.02,0.6,0.08,20,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
121,-0.578969099929025,2026-05-08 11:23:12.416258,2026-05-08 11:23:12.645966,0 days 00:00:00.229708,3,0.05,0.02,0.6,0.08,30,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
122,-0.5767861238051477,2026-05-08 11:23:12.659010,2026-05-08 11:23:12.791048,0 days 00:00:00.132038,4,0.05,0.02,0.6,0.08,30,20,0.8,,,,,PRUNED
123,-0.5957511125305064,2026-05-08 11:23:12.803415,2026-05-08 11:23:12.972641,0 days 00:00:00.169226,3,0.05,0.02,0.6,0.08,30,10,0.5,,,,,PRUNED
124,-0.5767861238051477,2026-05-08 11:23:12.986519,2026-05-08 11:23:13.132128,0 days 00:00:00.145609,4,0.05,0.02,0.6,0.08,30,20,0.5,,,,,PRUNED
125,-0.5975526404445798,2026-05-08 11:23:13.144912,2026-05-08 11:23:13.278705,0 days 00:00:00.133793,3,0.03,0.02,0.6,0.08,30,20,0.5,,,,,PRUNED
126,-0.6314822235719273,2026-05-08 11:23:13.291356,2026-05-08 11:23:13.425562,0 days 00:00:00.134206,3,0.05,0.02,0.45,0.08,10,20,0.5,,,,,PRUNED
127,-0.578969099929025,2026-05-08 11:23:13.440494,2026-05-08 11:23:13.689888,0 days 00:00:00.249394,3,0.05,0.01,0.6,0.08,30,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
128,-0.578969099929025,2026-05-08 11:23:13.702632,2026-05-08 11:23:13.928292,0 days 00:00:00.225660,3,0.05,0.02,0.6,0.08,30,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
129,-0.6314822235719273,2026-05-08 11:23:13.942744,2026-05-08 11:23:14.073408,0 days 00:00:00.130664,3,0.05,0.02,0.6,0.08,10,20,0.5,,,,,PRUNED
130,-0.4482531658416665,2026-05-08 11:23:14.087631,2026-05-08 11:23:14.254517,0 days 00:00:00.166886,2,0.05,0.02,0.6,0.08,30,20,0.5,,,,,PRUNED
131,-0.578969099929025,2026-05-08 11:23:14.268025,2026-05-08 11:23:14.496824,0 days 00:00:00.228799,3,0.05,0.02,0.6,0.08,20,20,0.65,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
132,-0.5928193994794824,2026-05-08 11:23:14.509137,2026-05-08 11:23:14.640536,0 days 00:00:00.131399,3,0.05,0.02,0.6,0.08,30,5,0.5,,,,,PRUNED
133,-0.578969099929025,2026-05-08 11:23:14.652788,2026-05-08 11:23:14.889795,0 days 00:00:00.237007,3,0.05,0.02,0.6,0.08,30,20,0.65,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
134,-0.578969099929025,2026-05-08 11:23:14.902920,2026-05-08 11:23:15.175849,0 days 00:00:00.272929,3,0.05,0.01,0.6,0.08,50,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
135,-0.5901101001234356,2026-05-08 11:23:15.188254,2026-05-08 11:23:15.319156,0 days 00:00:00.130902,3,0.05,0.02,0.6,0.12,20,20,0.65,,,,,PRUNED
136,-0.5767861238051477,2026-05-08 11:23:15.333781,2026-05-08 11:23:15.473721,0 days 00:00:00.139940,4,0.05,0.01,0.6,0.08,20,20,0.5,,,,,PRUNED
137,-0.5749687272496626,2026-05-08 11:23:15.485975,2026-05-08 11:23:15.663710,0 days 00:00:00.177735,3,0.05,0.01,0.3,0.08,50,20,0.8,,,,,PRUNED
138,-0.574873306442636,2026-05-08 11:23:15.680181,2026-05-08 11:23:15.842624,0 days 00:00:00.162443,3,0.05,0.02,0.45,0.08,30,20,0.5,,,,,PRUNED
139,-0.6081982030239713,2026-05-08 11:23:15.855152,2026-05-08 11:23:15.997018,0 days 00:00:00.141866,3,0.05,0.01,0.6,0.16,20,20,0.65,,,,,PRUNED
140,-0.5975526404445798,2026-05-08 11:23:16.010087,2026-05-08 11:23:16.143479,0 days 00:00:00.133392,3,0.03,0.01,0.6,0.08,20,20,0.5,,,,,PRUNED
141,-0.5949077026341272,2026-05-08 11:23:16.156172,2026-05-08 11:23:16.314567,0 days 00:00:00.158395,3,0.05,0.02,0.3,0.08,20,10,0.65,,,,,PRUNED
142,-0.574873306442636,2026-05-08 11:23:16.326774,2026-05-08 11:23:16.463775,0 days 00:00:00.137001,3,0.05,0.01,0.45,0.08,50,20,0.5,,,,,PRUNED
143,-0.5749687272496626,2026-05-08 11:23:16.478038,2026-05-08 11:23:16.615332,0 days 00:00:00.137294,3,0.05,0.01,0.3,0.08,20,20,0.5,,,,,PRUNED
144,-0.578969099929025,2026-05-08 11:23:16.630396,2026-05-08 11:23:16.903106,0 days 00:00:00.272710,3,0.05,0.01,0.6,0.08,20,20,0.65,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
145,-0.5928193994794824,2026-05-08 11:23:16.918801,2026-05-08 11:23:17.082217,0 days 00:00:00.163416,3,0.05,0.01,0.6,0.08,50,5,0.5,,,,,PRUNED
146,-0.6081982030239713,2026-05-08 11:23:17.100715,2026-05-08 11:23:17.283767,0 days 00:00:00.183052,3,0.05,0.02,0.6,0.16,30,20,0.5,,,,,PRUNED
147,-0.5975526404445798,2026-05-08 11:23:17.302169,2026-05-08 11:23:17.452964,0 days 00:00:00.150795,3,0.03,0.02,0.6,0.08,20,20,0.65,,,,,PRUNED
148,-0.578969099929025,2026-05-08 11:23:17.471791,2026-05-08 11:23:17.709485,0 days 00:00:00.237694,3,0.05,0.01,0.6,0.08,50,20,0.8,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
149,-0.6086636307731006,2026-05-08 11:23:17.722256,2026-05-08 11:23:17.856626,0 days 00:00:00.134370,3,0.05,0.01,0.3,0.16,30,20,0.8,,,,,PRUNED
150,-0.5957511125305064,2026-05-08 11:23:17.869661,2026-05-08 11:23:18.004140,0 days 00:00:00.134479,3,0.05,0.02,0.6,0.08,20,10,0.8,,,,,PRUNED
151,-0.578969099929025,2026-05-08 11:23:18.018836,2026-05-08 11:23:18.251325,0 days 00:00:00.232489,3,0.05,0.02,0.6,0.08,50,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
152,-0.5901101001234356,2026-05-08 11:23:18.264203,2026-05-08 11:23:18.411487,0 days 00:00:00.147284,3,0.05,0.01,0.6,0.12,50,20,0.5,,,,,PRUNED
153,-0.5767861238051477,2026-05-08 11:23:18.423658,2026-05-08 11:23:18.557983,0 days 00:00:00.134325,4,0.05,0.01,0.6,0.08,50,20,0.5,,,,,PRUNED
154,-0.5745132488334075,2026-05-08 11:23:18.571443,2026-05-08 11:23:18.700204,0 days 00:00:00.128761,2,0.05,0.02,0.6,0.08,50,20,0.65,,,,,PRUNED
155,-0.5749687272496626,2026-05-08 11:23:18.713206,2026-05-08 11:23:18.845846,0 days 00:00:00.132640,3,0.05,0.01,0.3,0.08,30,20,0.5,,,,,PRUNED
156,-0.6081982030239713,2026-05-08 11:23:18.862599,2026-05-08 11:23:18.996632,0 days 00:00:00.134033,3,0.05,0.01,0.6,0.16,50,20,0.5,,,,,PRUNED
157,-0.6017651620192361,2026-05-08 11:23:19.007656,2026-05-08 11:23:19.137470,0 days 00:00:00.129814,2,0.05,0.02,0.6,0.16,50,20,0.5,,,,,PRUNED
158,-0.578969099929025,2026-05-08 11:23:19.150564,2026-05-08 11:23:19.437411,0 days 00:00:00.286847,3,0.05,0.01,0.6,0.08,50,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
159,-0.578969099929025,2026-05-08 11:23:19.450251,2026-05-08 11:23:19.686898,0 days 00:00:00.236647,3,0.05,0.02,0.6,0.08,30,20,0.8,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
160,-0.6125287656564921,2026-05-08 11:23:19.700680,2026-05-08 11:23:19.852349,0 days 00:00:00.151669,3,0.03,0.01,0.45,0.08,30,5,0.5,,,,,PRUNED
161,-0.578969099929025,2026-05-08 11:23:19.871235,2026-05-08 11:23:20.167046,0 days 00:00:00.295811,3,0.05,0.01,0.6,0.08,50,20,0.65,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
162,-0.6081982030239713,2026-05-08 11:23:20.179974,2026-05-08 11:23:20.323099,0 days 00:00:00.143125,3,0.05,0.01,0.6,0.16,50,20,0.65,,,,,PRUNED
163,-0.578969099929025,2026-05-08 11:23:20.338019,2026-05-08 11:23:20.595645,0 days 00:00:00.257626,3,0.05,0.01,0.6,0.08,30,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
164,-0.578969099929025,2026-05-08 11:23:20.609488,2026-05-08 11:23:20.858837,0 days 00:00:00.249349,3,0.05,0.02,0.6,0.08,50,20,0.65,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
165,-0.5975526404445798,2026-05-08 11:23:20.871525,2026-05-08 11:23:21.042867,0 days 00:00:00.171342,3,0.03,0.01,0.6,0.08,50,20,0.5,,,,,PRUNED
166,-0.5745132488334075,2026-05-08 11:23:21.062738,2026-05-08 11:23:21.206709,0 days 00:00:00.143971,2,0.05,0.02,0.6,0.08,50,20,0.5,,,,,PRUNED
167,-0.6073842903645837,2026-05-08 11:23:21.220081,2026-05-08 11:23:21.368506,0 days 00:00:00.148425,2,0.05,0.01,0.6,0.12,20,10,0.65,,,,,PRUNED
168,-0.600270541483433,2026-05-08 11:23:21.385896,2026-05-08 11:23:21.551123,0 days 00:00:00.165227,3,0.05,0.01,0.3,0.08,10,5,0.65,,,,,PRUNED
169,-0.5749687272496626,2026-05-08 11:23:21.566017,2026-05-08 11:23:21.694741,0 days 00:00:00.128724,3,0.05,0.02,0.3,0.08,20,20,0.65,,,,,PRUNED
170,-0.574873306442636,2026-05-08 11:23:21.708626,2026-05-08 11:23:21.850557,0 days 00:00:00.141931,3,0.05,0.01,0.45,0.08,50,20,0.65,,,,,PRUNED
171,-0.578969099929025,2026-05-08 11:23:21.863555,2026-05-08 11:23:22.091141,0 days 00:00:00.227586,3,0.05,0.01,0.6,0.08,20,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
172,-0.578969099929025,2026-05-08 11:23:22.107710,2026-05-08 11:23:22.686738,0 days 00:00:00.579028,3,0.05,0.01,0.6,0.08,20,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
173,-0.5745132488334075,2026-05-08 11:23:22.709387,2026-05-08 11:23:22.913273,0 days 00:00:00.203886,2,0.05,0.01,0.6,0.08,30,20,0.5,,,,,PRUNED
174,-0.578969099929025,2026-05-08 11:23:22.932214,2026-05-08 11:23:23.185822,0 days 00:00:00.253608,3,0.05,0.01,0.6,0.08,50,20,0.8,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
175,-0.578969099929025,2026-05-08 11:23:23.200612,2026-05-08 11:23:23.456407,0 days 00:00:00.255795,3,0.05,0.02,0.6,0.08,30,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
176,-0.7049820484406476,2026-05-08 11:23:23.470967,2026-05-08 11:23:23.650208,0 days 00:00:00.179241,3,0.03,0.01,0.6,0.16,10,20,0.8,,,,,PRUNED
177,-0.578969099929025,2026-05-08 11:23:23.666736,2026-05-08 11:23:23.900228,0 days 00:00:00.233492,3,0.05,0.01,0.6,0.08,50,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
178,-0.5767861238051477,2026-05-08 11:23:23.913229,2026-05-08 11:23:24.056512,0 days 00:00:00.143283,4,0.05,0.02,0.6,0.08,20,20,0.65,,,,,PRUNED
179,-0.5928193994794824,2026-05-08 11:23:24.070172,2026-05-08 11:23:24.261237,0 days 00:00:00.191065,3,0.05,0.01,0.6,0.08,20,5,0.5,,,,,PRUNED
180,-0.6851846289715295,2026-05-08 11:23:24.282923,2026-05-08 11:23:24.493993,0 days 00:00:00.211070,2,0.03,0.01,0.6,0.16,10,10,0.5,,,,,PRUNED
181,-0.5957511125305064,2026-05-08 11:23:24.510225,2026-05-08 11:23:24.664814,0 days 00:00:00.154589,3,0.05,0.01,0.6,0.08,20,10,0.5,,,,,PRUNED
182,-0.5901101001234356,2026-05-08 11:23:24.678912,2026-05-08 11:23:24.833060,0 days 00:00:00.154148,3,0.05,0.02,0.6,0.12,50,20,0.5,,,,,PRUNED
183,-0.6081982030239713,2026-05-08 11:23:24.848048,2026-05-08 11:23:24.988960,0 days 00:00:00.140912,3,0.05,0.02,0.6,0.16,20,20,0.65,,,,,PRUNED
184,-0.5957511125305064,2026-05-08 11:23:25.002271,2026-05-08 11:23:25.133870,0 days 00:00:00.131599,3,0.05,0.02,0.6,0.08,20,10,0.65,,,,,PRUNED
185,-0.578969099929025,2026-05-08 11:23:25.149035,2026-05-08 11:23:25.386580,0 days 00:00:00.237545,3,0.05,0.01,0.6,0.08,50,20,0.8,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
186,-0.5749687272496626,2026-05-08 11:23:25.398250,2026-05-08 11:23:25.534356,0 days 00:00:00.136106,3,0.05,0.01,0.3,0.08,50,20,0.65,,,,,PRUNED
187,-0.6397308905438676,2026-05-08 11:23:25.548496,2026-05-08 11:23:25.723970,0 days 00:00:00.175474,2,0.03,0.01,0.45,0.12,50,5,0.8,,,,,PRUNED
188,-0.5901101001234356,2026-05-08 11:23:25.737143,2026-05-08 11:23:25.884620,0 days 00:00:00.147477,3,0.05,0.01,0.6,0.12,50,20,0.65,,,,,PRUNED
189,-0.6081982030239713,2026-05-08 11:23:25.898394,2026-05-08 11:23:26.051313,0 days 00:00:00.152919,3,0.05,0.01,0.6,0.16,20,20,0.5,,,,,PRUNED
190,-0.578969099929025,2026-05-08 11:23:26.064383,2026-05-08 11:23:26.319261,0 days 00:00:00.254878,3,0.05,0.01,0.6,0.08,30,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
191,-0.578969099929025,2026-05-08 11:23:26.334458,2026-05-08 11:23:26.570426,0 days 00:00:00.235968,3,0.05,0.01,0.6,0.08,20,20,0.8,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
192,-0.6003224832707464,2026-05-08 11:23:26.585754,2026-05-08 11:23:26.726596,0 days 00:00:00.140842,3,0.05,0.02,0.6,0.08,10,5,0.65,,,,,PRUNED
193,-0.578969099929025,2026-05-08 11:23:26.744731,2026-05-08 11:23:27.000939,0 days 00:00:00.256208,3,0.05,0.02,0.6,0.08,20,20,0.8,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
194,-0.6097036268649256,2026-05-08 11:23:27.014627,2026-05-08 11:23:27.153740,0 days 00:00:00.139113,3,0.03,0.01,0.6,0.12,20,20,0.65,,,,,PRUNED
195,-0.6150092699411038,2026-05-08 11:23:27.167874,2026-05-08 11:23:27.300045,0 days 00:00:00.132171,3,0.03,0.01,0.6,0.08,50,10,0.8,,,,,PRUNED
196,-0.6125287656564921,2026-05-08 11:23:27.312597,2026-05-08 11:23:27.447945,0 days 00:00:00.135348,3,0.03,0.02,0.6,0.08,30,5,0.65,,,,,PRUNED
197,-0.574873306442636,2026-05-08 11:23:27.460024,2026-05-08 11:23:27.591392,0 days 00:00:00.131368,3,0.05,0.02,0.45,0.08,20,20,0.65,,,,,PRUNED
198,-0.5957511125305064,2026-05-08 11:23:27.603498,2026-05-08 11:23:27.765334,0 days 00:00:00.161836,3,0.05,0.01,0.6,0.08,50,10,0.5,,,,,PRUNED
199,-0.6049308612774009,2026-05-08 11:23:27.782590,2026-05-08 11:23:27.927902,0 days 00:00:00.145312,4,0.05,0.01,0.6,0.16,50,20,0.8,,,,,PRUNED
200,-0.5901101001234356,2026-05-08 11:23:27.940258,2026-05-08 11:23:28.082222,0 days 00:00:00.141964,3,0.05,0.01,0.6,0.12,20,20,0.5,,,,,PRUNED
201,-0.5957511125305064,2026-05-08 11:23:28.095589,2026-05-08 11:23:28.222445,0 days 00:00:00.126856,3,0.05,0.01,0.6,0.08,30,10,0.8,,,,,PRUNED
202,-0.5749687272496626,2026-05-08 11:23:28.236606,2026-05-08 11:23:28.372045,0 days 00:00:00.135439,3,0.05,0.01,0.3,0.08,20,20,0.8,,,,,PRUNED
203,-0.578969099929025,2026-05-08 11:23:28.386314,2026-05-08 11:23:28.651122,0 days 00:00:00.264808,3,0.05,0.01,0.6,0.08,30,20,0.8,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
204,-0.574873306442636,2026-05-08 11:23:28.667486,2026-05-08 11:23:28.834915,0 days 00:00:00.167429,3,0.05,0.01,0.45,0.08,20,20,0.8,,,,,PRUNED
205,-0.7094544694288676,2026-05-08 11:23:28.848643,2026-05-08 11:23:28.985532,0 days 00:00:00.136889,4,0.03,0.02,0.45,0.16,10,20,0.8,,,,,PRUNED
206,-0.5745132488334075,2026-05-08 11:23:28.999199,2026-05-08 11:23:29.144279,0 days 00:00:00.145080,2,0.05,0.01,0.6,0.08,20,20,0.5,,,,,PRUNED
207,-0.5760408379987116,2026-05-08 11:23:29.159252,2026-05-08 11:23:29.301401,0 days 00:00:00.142149,4,0.05,0.02,0.45,0.08,20,20,0.8,,,,,PRUNED
208,-0.578969099929025,2026-05-08 11:23:29.315732,2026-05-08 11:23:29.552126,0 days 00:00:00.236394,3,0.05,0.01,0.6,0.08,50,20,0.8,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
209,-0.6081982030239713,2026-05-08 11:23:29.565666,2026-05-08 11:23:29.708108,0 days 00:00:00.142442,3,0.05,0.01,0.6,0.16,20,20,0.8,,,,,PRUNED
210,-0.6575887962146099,2026-05-08 11:23:29.722912,2026-05-08 11:23:29.873632,0 days 00:00:00.150720,3,0.03,0.02,0.3,0.16,50,5,0.8,,,,,PRUNED
211,-0.5928193994794824,2026-05-08 11:23:29.891088,2026-05-08 11:23:30.043513,0 days 00:00:00.152425,3,0.05,0.02,0.6,0.08,50,5,0.8,,,,,PRUNED
212,-0.5767861238051477,2026-05-08 11:23:30.056205,2026-05-08 11:23:30.200555,0 days 00:00:00.144350,4,0.05,0.01,0.6,0.08,20,20,0.8,,,,,PRUNED
213,-0.5767861238051477,2026-05-08 11:23:30.213802,2026-05-08 11:23:30.347163,0 days 00:00:00.133361,4,0.05,0.01,0.6,0.08,50,20,0.65,,,,,PRUNED
214,-0.5975526404445798,2026-05-08 11:23:30.359726,2026-05-08 11:23:30.498865,0 days 00:00:00.139139,3,0.03,0.01,0.6,0.08,20,20,0.8,,,,,PRUNED
215,-0.6314822235719273,2026-05-08 11:23:30.509501,2026-05-08 11:23:30.655573,0 days 00:00:00.146072,3,0.05,0.02,0.6,0.08,10,20,0.65,,,,,PRUNED
216,-0.578969099929025,2026-05-08 11:23:30.669771,2026-05-08 11:23:30.924290,0 days 00:00:00.254519,3,0.05,0.02,0.6,0.08,50,20,0.8,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
217,-0.578969099929025,2026-05-08 11:23:30.937908,2026-05-08 11:23:31.212104,0 days 00:00:00.274196,3,0.05,0.02,0.6,0.08,50,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
218,-0.5928193994794824,2026-05-08 11:23:31.226690,2026-05-08 11:23:31.370730,0 days 00:00:00.144040,3,0.05,0.02,0.6,0.08,50,5,0.5,,,,,PRUNED
219,-0.5749687272496626,2026-05-08 11:23:31.385272,2026-05-08 11:23:31.522096,0 days 00:00:00.136824,3,0.05,0.01,0.3,0.08,30,20,0.8,,,,,PRUNED
220,-0.5901101001234356,2026-05-08 11:23:31.535930,2026-05-08 11:23:31.679065,0 days 00:00:00.143135,3,0.05,0.02,0.6,0.12,50,20,0.8,,,,,PRUNED
221,-0.5928193994794824,2026-05-08 11:23:31.692237,2026-05-08 11:23:31.832139,0 days 00:00:00.139902,3,0.05,0.01,0.6,0.08,30,5,0.65,,,,,PRUNED
222,-0.5957511125305064,2026-05-08 11:23:31.845861,2026-05-08 11:23:32.036060,0 days 00:00:00.190199,3,0.05,0.02,0.6,0.08,50,10,0.8,,,,,PRUNED
223,-0.5975526404445798,2026-05-08 11:23:32.054449,2026-05-08 11:23:32.238051,0 days 00:00:00.183602,3,0.03,0.01,0.6,0.08,50,20,0.65,,,,,PRUNED
224,-0.578969099929025,2026-05-08 11:23:32.265288,2026-05-08 11:23:32.544811,0 days 00:00:00.279523,3,0.05,0.01,0.6,0.08,30,20,0.65,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
225,-0.578969099929025,2026-05-08 11:23:32.559968,2026-05-08 11:23:32.829010,0 days 00:00:00.269042,3,0.05,0.01,0.6,0.08,50,20,0.65,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
226,-0.6314822235719273,2026-05-08 11:23:32.844786,2026-05-08 11:23:33.034687,0 days 00:00:00.189901,3,0.05,0.01,0.6,0.08,10,20,0.65,,,,,PRUNED
227,-0.6582502187155695,2026-05-08 11:23:33.053001,2026-05-08 11:23:33.220586,0 days 00:00:00.167585,4,0.03,0.01,0.3,0.16,20,5,0.8,,,,,PRUNED
228,-0.5975526404445798,2026-05-08 11:23:33.241537,2026-05-08 11:23:33.417818,0 days 00:00:00.176281,3,0.03,0.01,0.6,0.08,30,20,0.8,,,,,PRUNED
229,-0.5928193994794824,2026-05-08 11:23:33.432817,2026-05-08 11:23:33.585252,0 days 00:00:00.152435,3,0.05,0.02,0.6,0.08,20,5,0.65,,,,,PRUNED
230,-0.578969099929025,2026-05-08 11:23:33.600025,2026-05-08 11:23:33.854441,0 days 00:00:00.254416,3,0.05,0.02,0.6,0.08,30,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
231,-0.574873306442636,2026-05-08 11:23:33.871733,2026-05-08 11:23:34.011744,0 days 00:00:00.140011,3,0.05,0.02,0.45,0.08,50,20,0.5,,,,,PRUNED
232,-0.6023326775740294,2026-05-08 11:23:34.024934,2026-05-08 11:23:34.200493,0 days 00:00:00.175559,3,0.03,0.01,0.6,0.08,10,5,0.5,,,,,PRUNED
233,-0.6090566335893609,2026-05-08 11:23:34.214566,2026-05-08 11:23:34.360878,0 days 00:00:00.146312,3,0.05,0.02,0.45,0.16,50,20,0.8,,,,,PRUNED
234,-0.5745132488334075,2026-05-08 11:23:34.373875,2026-05-08 11:23:34.514315,0 days 00:00:00.140440,2,0.05,0.02,0.6,0.08,20,20,0.65,,,,,PRUNED
235,-0.5928193994794824,2026-05-08 11:23:34.528502,2026-05-08 11:23:34.670658,0 days 00:00:00.142156,3,0.05,0.01,0.6,0.08,20,5,0.8,,,,,PRUNED
236,-0.6081982030239713,2026-05-08 11:23:34.685693,2026-05-08 11:23:34.827934,0 days 00:00:00.142241,3,0.05,0.02,0.6,0.16,50,20,0.8,,,,,PRUNED
237,-0.5975526404445798,2026-05-08 11:23:34.840252,2026-05-08 11:23:34.984349,0 days 00:00:00.144097,3,0.03,0.01,0.6,0.08,30,20,0.65,,,,,PRUNED
238,-0.578969099929025,2026-05-08 11:23:34.997884,2026-05-08 11:23:35.265089,0 days 00:00:00.267205,3,0.05,0.01,0.6,0.08,30,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
239,-0.5913574145694833,2026-05-08 11:23:35.284003,2026-05-08 11:23:35.438183,0 days 00:00:00.154180,4,0.05,0.01,0.3,0.12,50,20,0.8,,,,,PRUNED
240,-0.5857266507754435,2026-05-08 11:23:35.451009,2026-05-08 11:23:35.612716,0 days 00:00:00.161707,4,0.05,0.02,0.6,0.12,20,20,0.5,,,,,PRUNED
241,-0.578969099929025,2026-05-08 11:23:35.629016,2026-05-08 11:23:35.921723,0 days 00:00:00.292707,3,0.05,0.02,0.6,0.08,20,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
242,-0.578969099929025,2026-05-08 11:23:35.937666,2026-05-08 11:23:36.237729,0 days 00:00:00.300063,3,0.05,0.01,0.6,0.08,30,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
243,-0.578969099929025,2026-05-08 11:23:36.255190,2026-05-08 11:23:36.538558,0 days 00:00:00.283368,3,0.05,0.01,0.6,0.08,50,20,0.5,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
244,-0.5901101001234356,2026-05-08 11:23:36.555620,2026-05-08 11:23:36.732601,0 days 00:00:00.176981,3,0.05,0.02,0.6,0.12,20,20,0.5,,,,,PRUNED
245,-0.574873306442636,2026-05-08 11:23:36.746868,2026-05-08 11:23:36.904264,0 days 00:00:00.157396,3,0.05,0.01,0.45,0.08,30,20,0.8,,,,,PRUNED
246,-0.6323375015280674,2026-05-08 11:23:36.918866,2026-05-08 11:23:37.092323,0 days 00:00:00.173457,3,0.03,0.02,0.6,0.12,30,10,0.5,,,,,PRUNED
247,-0.6314822235719273,2026-05-08 11:23:37.106266,2026-05-08 11:23:37.297380,0 days 00:00:00.191114,3,0.05,0.02,0.6,0.08,10,20,0.8,,,,,PRUNED
248,-0.5745132488334075,2026-05-08 11:23:37.314275,2026-05-08 11:23:37.485040,0 days 00:00:00.170765,2,0.05,0.01,0.6,0.08,50,20,0.65,,,,,PRUNED
249,-0.578969099929025,2026-05-08 11:23:37.498176,2026-05-08 11:23:37.746031,0 days 00:00:00.247855,3,0.05,0.02,0.6,0.08,20,20,0.65,-0.4560462215679272,0.00605337496133322,0.2458457567221957,0.4620995965292604,COMPLETE
250,-0.5749687272496626,2026-05-08 11:23:37.757910,2026-05-08 11:23:37.894666,0 days 00:00:00.136756,3,0.05,0.01,0.3,0.08,30,20,0.65,,,,,PRUNED
251,-0.5957511125305064,2026-05-08 11:23:37.906873,2026-05-08 11:23:38.038732,0 days 00:00:00.131859,3,0.05,0.01,0.6,0.08,20,10,0.8,,,,,PRUNED
252,-0.5957511125305064,2026-05-08 11:23:38.053174,2026-05-08 11:23:38.193311,0 days 00:00:00.140137,3,0.05,0.02,0.6,0.08,20,10,0.5,,,,,PRUNED
