number,value,datetime_start,datetime_complete,duration,params_BEAR_GRID_MAX_LAYER_CAP,params_BEAR_GRID_MODE,params_BEAR_RATIO,params_BEAR_UNIVERSE_MODE,params_BULL_RATIO,params_GRID_MAX_LAYER,params_GRID_STEP_MAX,params_GRID_STEP_MIN,params_GRID_STEP_VOL_FACTOR,params_LAYER_FRACTION,params_MAX_HOLD,params_MIN_ANCHORS_IN_POOL,params_NEUTRAL_RATIO,params_REBALANCE_FREQ,params_UNIVERSE_MODE,params_VOL_WEIGHT,user_attrs_avg_test_score,user_attrs_avg_train_score,user_attrs_test_score_std,user_attrs_train_test_gap,user_attrs_validation_error,state
549,-0.0037673626133946925,2026-05-14 09:46:35.072074,2026-05-14 09:46:58.185177,0 days 00:00:23.113103,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.3,0.08,3,2,0.5,20,WIDE_V2,0.5,,,,,,PRUNED
550,-0.5205421481651569,2026-05-14 09:46:58.224577,2026-05-14 09:49:15.722764,0 days 00:02:17.498187,0,CAP_LAYER,0.25,SAME,0.7,4,0.05,0.02,0.6,0.08,5,2,0.5,5,WIDE_V2,0.5,-0.15971307608790283,0.017113357562133995,0.721658144154508,0.17682643365003683,,COMPLETE
551,0.17738812778971788,2026-05-14 09:49:15.749607,2026-05-14 09:50:37.743362,0 days 00:01:21.993755,0,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.01,0.6,0.08,4,2,0.7,5,WIDE_V2,0.65,,,,,,PRUNED
552,-0.008237495707240694,2026-05-14 09:50:37.768800,2026-05-14 09:51:00.261918,0 days 00:00:22.493118,0,NORMAL,0.45,SAME,0.7,2,0.05,0.02,0.3,0.08,3,2,0.5,20,WIDE_V2,0.5,,,,,,PRUNED
553,0.24160416006574287,2026-05-14 09:51:00.301538,2026-05-14 09:52:25.510383,0 days 00:01:25.208845,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,8,2,0.5,5,WIDE_V2,0.65,,,,,,PRUNED
554,-0.021198787113102163,2026-05-14 09:52:25.532375,2026-05-14 09:52:53.044768,0 days 00:00:27.512393,0,CAP_LAYER,0.45,SAME,0.7,3,0.05,0.02,0.3,0.08,3,2,0.5,20,WIDE_V2,0.5,,,,,,PRUNED
555,-0.37626036166062476,2026-05-14 09:52:53.071707,2026-05-14 09:55:14.625310,0 days 00:02:21.553603,0,CAP_LAYER,0.45,SAME,0.7,3,0.05,0.02,0.6,0.08,4,2,0.5,5,WIDE_V2,0.5,-0.028148752211960244,0.13551199736161387,0.6962232188973291,0.16366074957357413,,COMPLETE
556,-0.311943513174594,2026-05-14 09:55:14.648235,2026-05-14 09:55:15.267595,0 days 00:00:00.619360,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,-0.03503602807514746,0.0022846139529225295,0.5538149701988931,0.03732064202806999,,COMPLETE
557,-0.37023990794554046,2026-05-14 09:55:15.290799,2026-05-14 09:55:26.688237,0 days 00:00:11.397438,0,CAP_LAYER,0.45,SAME,0.8,2,0.05,0.02,0.6,0.08,3,2,0.5,5,ANCHOR_SATELLITE,0.5,,,,,,PRUNED
558,0.0659194981313123,2026-05-14 09:55:26.712282,2026-05-14 09:56:22.417151,0 days 00:00:55.704869,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.02,0.3,0.08,3,1,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
559,0.2328704111777638,2026-05-14 09:56:22.440856,2026-05-14 09:57:37.618286,0 days 00:01:15.177430,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.12,3,2,0.6,5,WIDE_V2,0.5,,,,,,PRUNED
560,-0.311943513174594,2026-05-14 09:57:37.644690,2026-05-14 09:57:38.211414,0 days 00:00:00.566724,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,-0.03503602807514746,0.0022846139529225295,0.5538149701988931,0.03732064202806999,,COMPLETE
561,-0.311943513174594,2026-05-14 09:57:38.251772,2026-05-14 09:57:38.939539,0 days 00:00:00.687767,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,-0.03503602807514746,0.0022846139529225295,0.5538149701988931,0.03732064202806999,,COMPLETE
562,-0.12775496493445815,2026-05-14 09:57:38.963076,2026-05-14 09:58:11.861419,0 days 00:00:32.898343,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,10,WIDE_V2,0.5,,,,,,PRUNED
563,0.05184947787817408,2026-05-14 09:58:11.887674,2026-05-14 09:59:07.378806,0 days 00:00:55.491132,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.8,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
564,-0.39123102480848493,2026-05-14 09:59:07.402975,2026-05-14 10:01:19.707767,0 days 00:02:12.304792,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,4,2,0.6,5,WIDE_V2,0.5,-0.02961811469117797,0.16474197072257682,0.7232258202346139,0.1943600854137548,,COMPLETE
565,0.22950465886780044,2026-05-14 10:01:19.731547,2026-05-14 10:02:35.032966,0 days 00:01:15.301419,0,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.02,0.6,0.08,3,2,0.6,5,WIDE_V2,0.5,,,,,,PRUNED
566,0.2421225748222017,2026-05-14 10:02:35.056211,2026-05-14 10:03:48.744570,0 days 00:01:13.688359,0,NORMAL,0.45,SAME,0.7,3,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
567,0.23799538709797766,2026-05-14 10:03:48.767579,2026-05-14 10:05:23.268558,0 days 00:01:34.500979,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,8,1,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
568,0.1750152396470641,2026-05-14 10:05:23.292305,2026-05-14 10:06:03.655186,0 days 00:00:40.362881,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.3,0.08,3,2,0.5,10,WIDE_V2,0.5,,,,,,PRUNED
569,-0.5294838727341715,2026-05-14 10:06:03.681125,2026-05-14 10:08:27.322683,0 days 00:02:23.641558,0,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.02,0.6,0.08,6,2,0.5,5,WIDE_V2,0.5,-0.13672837598344784,0.06014097133817703,0.7855109935014475,0.19686934732162487,,COMPLETE
570,-0.5245888856999317,2026-05-14 10:08:27.347655,2026-05-14 10:10:47.806766,0 days 00:02:20.459111,0,NORMAL,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,6,2,0.5,5,WIDE_V2,0.5,-0.1235557435667233,0.06014070245268384,0.8020662842664168,0.18369644601940716,,COMPLETE
571,0.14079589793050026,2026-05-14 10:10:47.831626,2026-05-14 10:11:27.572060,0 days 00:00:39.740434,0,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,10,WIDE_V2,0.5,,,,,,PRUNED
572,-9999.0,2026-05-14 10:11:27.592815,2026-05-14 10:11:27.932299,0 days 00:00:00.339484,0,NORMAL,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.7,5,WIDE_V2,0.5,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
573,0.2341731248582664,2026-05-14 10:11:27.956187,2026-05-14 10:12:41.236024,0 days 00:01:13.279837,0,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.02,0.6,0.08,3,1,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
574,0.09637980587483108,2026-05-14 10:12:41.259153,2026-05-14 10:14:15.298798,0 days 00:01:34.039645,0,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.02,0.6,0.08,10,1,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
575,0.20913504784485026,2026-05-14 10:14:15.324145,2026-05-14 10:15:28.685975,0 days 00:01:13.361830,0,NO_NET_ADD,0.45,SAME,0.9,2,0.05,0.02,0.3,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
576,0.2480339546150649,2026-05-14 10:15:28.729570,2026-05-14 10:16:49.852901,0 days 00:01:21.123331,0,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.02,0.3,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
577,-0.3799662723409833,2026-05-14 10:16:49.877825,2026-05-14 10:19:07.363217,0 days 00:02:17.485392,0,CAP_LAYER,0.45,SAME,0.8,2,0.05,0.02,0.6,0.08,4,2,0.5,5,WIDE_V2,0.5,-0.03510861794756764,0.13036491191838925,0.6897153087868313,0.1654735298659569,,COMPLETE
578,0.11229850746570305,2026-05-14 10:19:07.387681,2026-05-14 10:20:39.110509,0 days 00:01:31.722828,0,NO_NET_ADD,0.45,SAME,0.9,2,0.05,0.02,0.6,0.08,8,2,0.7,5,WIDE_V2,0.5,,,,,,PRUNED
579,0.1637283961617213,2026-05-14 10:20:39.130081,2026-05-14 10:22:00.512944,0 days 00:01:21.382863,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.6,5,WIDE_V2,0.8,,,,,,PRUNED
580,0.2215407270468848,2026-05-14 10:22:00.534410,2026-05-14 10:23:16.034551,0 days 00:01:15.500141,0,CAP_LAYER,0.35,SAME,0.7,3,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
581,0.24488738753482378,2026-05-14 10:23:16.056458,2026-05-14 10:24:34.062756,0 days 00:01:18.006298,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.6,5,WIDE_V2,0.5,,,,,,PRUNED
582,-0.311943513174594,2026-05-14 10:24:34.084670,2026-05-14 10:24:34.697827,0 days 00:00:00.613157,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,-0.03503602807514746,0.0022846139529225295,0.5538149701988931,0.03732064202806999,,COMPLETE
583,0.20168383222056308,2026-05-14 10:24:34.721274,2026-05-14 10:25:47.667398,0 days 00:01:12.946124,0,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.02,0.6,0.16,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
584,0.03169862607439474,2026-05-14 10:25:47.689519,2026-05-14 10:26:42.880791,0 days 00:00:55.191272,0,CAP_LAYER,0.35,ETF_DEFENSIVE,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
585,-0.35881573152192847,2026-05-14 10:26:42.905308,2026-05-14 10:29:04.223504,0 days 00:02:21.318196,0,CAP_LAYER,0.45,SAME,0.7,3,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.65,-0.028578386006562356,0.03707752316142681,0.6604746910307322,0.06565590916798916,,COMPLETE
586,-0.3900962012788534,2026-05-14 10:29:04.248314,2026-05-14 10:29:15.672325,0 days 00:00:11.424011,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.6,5,ANCHOR_SATELLITE,0.5,,,,,,PRUNED
587,-0.4424484544011475,2026-05-14 10:29:15.699175,2026-05-14 10:29:20.784600,0 days 00:00:05.085425,0,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,ANCHOR_SATELLITE,0.5,,,,,,PRUNED
588,0.1909963396336679,2026-05-14 10:29:20.830497,2026-05-14 10:30:32.881034,0 days 00:01:12.050537,0,NO_NET_ADD,0.45,SAME,0.9,3,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
589,0.21688645515571847,2026-05-14 10:30:32.907106,2026-05-14 10:31:48.448467,0 days 00:01:15.541361,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.02,0.6,0.16,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
590,-0.20039030979909028,2026-05-14 10:31:48.472390,2026-05-14 10:31:57.928797,0 days 00:00:09.456407,0,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.02,0.6,0.08,4,2,0.5,5,ANCHOR_SATELLITE,0.5,,,,,,PRUNED
591,-0.311943513174594,2026-05-14 10:31:57.952214,2026-05-14 10:31:58.547949,0 days 00:00:00.595735,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,-0.03503602807514746,0.0022846139529225295,0.5538149701988931,0.03732064202806999,,COMPLETE
592,0.13344576510575448,2026-05-14 10:31:58.571711,2026-05-14 10:33:13.581318,0 days 00:01:15.009607,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.16,3,2,0.5,5,WIDE_V2,0.8,,,,,,PRUNED
593,-9999.0,2026-05-14 10:33:13.607882,2026-05-14 10:33:14.020052,0 days 00:00:00.412170,0,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.01,0.6,0.08,3,2,0.7,5,ANCHOR_SATELLITE,0.5,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
594,0.0659194981313123,2026-05-14 10:33:14.043842,2026-05-14 10:34:06.688591,0 days 00:00:52.644749,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.02,0.3,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
595,0.21863458094319227,2026-05-14 10:34:06.713933,2026-05-14 10:35:28.508631,0 days 00:01:21.794698,1,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
596,-0.44349697075912387,2026-05-14 10:35:28.531217,2026-05-14 10:35:42.418337,0 days 00:00:13.887120,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,8,2,0.5,5,ANCHOR_SATELLITE,0.5,,,,,,PRUNED
597,0.23756514311016674,2026-05-14 10:35:42.442147,2026-05-14 10:36:24.000138,0 days 00:00:41.557991,0,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,10,WIDE_V2,0.5,,,,,,PRUNED
598,-0.04585922261405112,2026-05-14 10:36:24.025297,2026-05-14 10:36:49.060002,0 days 00:00:25.034705,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.16,3,2,0.5,20,WIDE_V2,0.5,,,,,,PRUNED
599,0.2219731821290077,2026-05-14 10:36:49.084746,2026-05-14 10:37:58.570902,0 days 00:01:09.486156,0,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.02,0.6,0.08,3,2,0.7,5,WIDE_V2,0.5,,,,,,PRUNED
600,-0.39528752388337,2026-05-14 10:37:58.615321,2026-05-14 10:38:05.353355,0 days 00:00:06.738034,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,20,ANCHOR_SATELLITE,0.5,,,,,,PRUNED
601,0.22427127048732554,2026-05-14 10:38:05.377765,2026-05-14 10:39:24.099722,0 days 00:01:18.721957,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.16,3,1,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
602,0.25099239456903844,2026-05-14 10:39:24.124103,2026-05-14 10:40:38.522738,0 days 00:01:14.398635,0,NORMAL,0.45,SAME,0.7,2,0.05,0.02,0.3,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
603,0.23692237431590019,2026-05-14 10:40:38.551001,2026-05-14 10:41:58.779194,0 days 00:01:20.228193,0,NORMAL,0.45,SAME,0.8,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
604,0.1634642606441516,2026-05-14 10:41:58.797916,2026-05-14 10:43:12.517783,0 days 00:01:13.719867,0,CAP_LAYER,0.45,SAME,0.8,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.8,,,,,,PRUNED
605,0.15866320899205216,2026-05-14 10:43:12.541331,2026-05-14 10:44:29.334201,0 days 00:01:16.792870,0,CAP_LAYER,0.45,SAME,0.7,3,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.8,,,,,,PRUNED
606,-0.010465234969202625,2026-05-14 10:44:29.356617,2026-05-14 10:44:48.674494,0 days 00:00:19.317877,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.45,0.08,3,2,0.5,20,WIDE_V2,0.5,,,,,,PRUNED
607,0.25099239456903844,2026-05-14 10:44:48.698781,2026-05-14 10:46:05.455660,0 days 00:01:16.756879,0,NORMAL,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,1,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
608,0.23154634286269926,2026-05-14 10:46:05.479525,2026-05-14 10:47:24.847413,0 days 00:01:19.367888,0,CAP_LAYER,0.45,SAME,0.8,3,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
609,-0.311943513174594,2026-05-14 10:47:24.868769,2026-05-14 10:51:11.196028,0 days 00:03:46.327259,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,3,2,0.5,5,WIDE_V2,0.5,-0.03503602807514746,0.0022846139529225295,0.5538149701988931,0.03732064202806999,,COMPLETE
610,0.14070520143804827,2026-05-14 10:51:11.220418,2026-05-14 10:52:12.984772,0 days 00:01:01.764354,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.03,0.02,0.6,0.08,5,2,0.6,5,WIDE_V2,0.5,,,,,,PRUNED
611,-9999.0,2026-05-14 10:52:13.007538,2026-05-14 10:52:13.358365,0 days 00:00:00.350827,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.12,3,2,0.7,5,WIDE_V2,0.5,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
612,0.05479446014255376,2026-05-14 10:52:13.402167,2026-05-14 10:53:07.580143,0 days 00:00:54.177976,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,3,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
613,0.08675774247448453,2026-05-14 10:53:07.603393,2026-05-14 10:53:50.643552,0 days 00:00:43.040159,0,CAP_LAYER,0.35,SAME,0.7,4,0.05,0.02,0.6,0.08,10,2,0.5,20,WIDE_V2,0.5,,,,,,PRUNED
614,0.23301221659087937,2026-05-14 10:53:50.677903,2026-05-14 10:55:11.702988,0 days 00:01:21.025085,0,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.02,0.45,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
615,0.23236653050138162,2026-05-14 10:55:11.728719,2026-05-14 10:56:42.267416,0 days 00:01:30.538697,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,8,2,0.6,5,WIDE_V2,0.5,,,,,,PRUNED
616,0.1580173175372289,2026-05-14 10:56:42.290959,2026-05-14 10:57:59.305576,0 days 00:01:17.014617,0,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.02,0.6,0.16,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
617,-0.42941651120110014,2026-05-14 10:57:59.325083,2026-05-14 11:01:48.824179,0 days 00:03:49.499096,0,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.02,0.45,0.08,4,1,0.5,5,WIDE_V2,0.5,-0.08741353260311546,0.11123170606607624,0.6840059571959693,0.1986452386691917,,COMPLETE
618,-0.46090826143023556,2026-05-14 11:01:48.849215,2026-05-14 11:04:16.297054,0 days 00:02:27.447839,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.12,5,2,0.5,5,WIDE_V2,0.5,-0.09167061827024216,0.05027721073604553,0.7384752863199868,0.1419478290062877,,COMPLETE
619,-9999.0,2026-05-14 11:04:16.321326,2026-05-14 11:04:16.727832,0 days 00:00:00.406506,0,NO_NET_ADD,0.45,ETF_DEFENSIVE,0.7,3,0.05,0.02,0.6,0.08,3,2,0.7,20,WIDE_V2,0.5,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
620,0.16408033104380926,2026-05-14 11:04:16.764807,2026-05-14 11:05:34.071789,0 days 00:01:17.306982,0,NO_NET_ADD,0.25,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
621,0.243571435401933,2026-05-14 11:05:34.097078,2026-05-14 11:06:47.740293,0 days 00:01:13.643215,0,CAP_LAYER,0.45,SAME,0.8,2,0.05,0.02,0.45,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
622,-0.36579043192215727,2026-05-14 11:06:47.764820,2026-05-14 11:06:59.214583,0 days 00:00:11.449763,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.16,3,2,0.5,5,ANCHOR_SATELLITE,0.5,,,,,,PRUNED
623,0.160753741319763,2026-05-14 11:06:59.238639,2026-05-14 11:07:38.113151,0 days 00:00:38.874512,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.6,10,WIDE_V2,0.5,,,,,,PRUNED
624,0.0273812102942243,2026-05-14 11:07:38.139014,2026-05-14 11:08:04.511518,0 days 00:00:26.372504,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.01,0.6,0.08,6,2,0.5,20,WIDE_V2,0.5,,,,,,PRUNED
625,-0.055704959561711564,2026-05-14 11:08:04.536808,2026-05-14 11:09:15.590375,0 days 00:01:11.053567,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.9,2,0.03,0.02,0.6,0.08,10,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
626,-9999.0,2026-05-14 11:09:15.613746,2026-05-14 11:09:15.981715,0 days 00:00:00.367969,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.7,10,WIDE_V2,0.5,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
627,0.16740930970812568,2026-05-14 11:09:16.005259,2026-05-14 11:09:53.533370,0 days 00:00:37.528111,0,CAP_LAYER,0.45,SAME,0.8,2,0.05,0.02,0.6,0.08,3,2,0.5,10,WIDE_V2,0.5,,,,,,PRUNED
628,0.11126196289980969,2026-05-14 11:09:53.558037,2026-05-14 11:11:13.653856,0 days 00:01:20.095819,0,NORMAL,0.45,SAME,0.8,2,0.05,0.02,0.6,0.12,3,2,0.6,5,WIDE_V2,0.8,,,,,,PRUNED
629,-0.357689193182343,2026-05-14 11:11:13.678521,2026-05-14 11:11:18.790503,0 days 00:00:05.111982,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.45,0.08,3,2,0.5,5,ANCHOR_SATELLITE,0.5,,,,,,PRUNED
630,-9999.0,2026-05-14 11:11:18.839971,2026-05-14 11:11:19.204587,0 days 00:00:00.364616,0,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,6,2,0.7,5,ANCHOR_SATELLITE,0.5,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
631,-0.348826446529591,2026-05-14 11:11:19.231107,2026-05-14 11:15:03.441587,0 days 00:03:44.210480,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,1,0.5,5,WIDE_V2,0.65,-0.021232264479312257,0.046847227582617286,0.6551883641005575,0.06807949206192954,,COMPLETE
632,0.19797526549552188,2026-05-14 11:15:03.484039,2026-05-14 11:16:21.126444,0 days 00:01:17.642405,1,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
633,-0.056446241072054815,2026-05-14 11:16:21.150227,2026-05-14 11:16:51.542164,0 days 00:00:30.391937,1,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.02,0.6,0.16,5,2,0.6,20,WIDE_V2,0.5,,,,,,PRUNED
634,-0.5134843476924797,2026-05-14 11:16:51.566122,2026-05-14 11:19:19.721803,0 days 00:02:28.155681,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.02,0.6,0.08,6,2,0.5,5,WIDE_V2,0.5,-0.12310003576894306,0.061254300593328766,0.7807686238470735,0.18435433636227183,,COMPLETE
635,0.06633754884701801,2026-05-14 11:19:19.745881,2026-05-14 11:20:13.979339,0 days 00:00:54.233458,0,NORMAL,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
636,0.21697933357443014,2026-05-14 11:20:14.004455,2026-05-14 11:21:28.938551,0 days 00:01:14.934096,0,CAP_LAYER,0.35,SAME,0.8,2,0.03,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
637,0.23260337864165503,2026-05-14 11:21:28.962705,2026-05-14 11:22:42.608286,0 days 00:01:13.645581,0,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,1,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
638,-0.0037673626133946925,2026-05-14 11:22:42.630991,2026-05-14 11:23:05.140160,0 days 00:00:22.509169,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,20,WIDE_V2,0.5,,,,,,PRUNED
639,-0.311943513174594,2026-05-14 11:23:05.160649,2026-05-14 11:23:05.751046,0 days 00:00:00.590397,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,-0.03503602807514746,0.0022846139529225295,0.5538149701988931,0.03732064202806999,,COMPLETE
640,0.060319383577131354,2026-05-14 11:23:05.772249,2026-05-14 11:24:07.521020,0 days 00:01:01.748771,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.03,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
641,0.2504416468491144,2026-05-14 11:24:07.545617,2026-05-14 11:25:23.787846,0 days 00:01:16.242229,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.3,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
642,-0.311943513174594,2026-05-14 11:25:23.814077,2026-05-14 11:25:24.364700,0 days 00:00:00.550623,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,-0.03503602807514746,0.0022846139529225295,0.5538149701988931,0.03732064202806999,,COMPLETE
643,0.13739024594489382,2026-05-14 11:25:24.397922,2026-05-14 11:26:56.446943,0 days 00:01:32.049021,0,CAP_LAYER,0.45,SAME,0.7,3,0.05,0.02,0.6,0.08,10,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
644,0.2004643939141702,2026-05-14 11:26:56.471358,2026-05-14 11:28:28.772313,0 days 00:01:32.300955,0,CAP_LAYER,0.45,SAME,0.9,2,0.03,0.02,0.6,0.08,8,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
